f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
496,4,0,0,0,0,0,0,0,0,486,8,1,3,2,0,0,0,0,0,491,4,5,0,0,0,0,0,0,0,1
467,30,1,0,0,0,1,0,1,0,453,16,11,8,5,1,5,1,0,0,470,21,8,0,1,0,0,0,0,0,1
491,9,0,0,0,0,0,0,0,0,496,3,0,0,1,0,0,0,0,0,487,7,2,2,0,1,0,0,0,0,1
497,1,0,2,0,0,0,0,0,0,496,2,1,0,0,0,1,0,0,0,495,4,1,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
487,12,1,0,0,0,0,0,0,0,445,33,18,2,2,0,0,0,0,0,457,26,9,6,2,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,495,3,2,0,0,0,0,0,0,0,498,1,1,0,0,0,0,0,0,0,1
454,44,0,0,0,0,0,1,1,0,439,25,10,11,6,6,0,1,1,1,456,24,13,5,2,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,493,4,0,2,0,0,1,0,0,0,497,0,1,1,1,0,0,0,0,0,1
493,5,0,2,0,0,0,0,0,0,461,24,2,6,7,0,0,0,0,0,469,20,6,4,1,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,465,15,8,6,5,1,0,0,0,0,488,10,2,0,0,0,0,0,0,0,1
497,1,0,2,0,0,0,0,0,0,476,19,5,0,0,0,0,0,0,0,470,25,3,1,1,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,439,37,18,5,1,0,0,0,0,0,470,24,4,2,0,0,0,0,0,0,1
496,2,0,1,0,0,0,0,1,0,484,15,1,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
490,8,0,1,0,0,1,0,0,0,371,54,41,17,11,5,0,1,0,0,418,58,17,5,1,1,0,0,0,0,1
491,9,0,0,0,0,0,0,0,0,481,12,4,3,0,0,0,0,0,0,483,13,2,1,0,0,1,0,0,0,1
494,4,0,0,0,2,0,0,0,0,491,8,1,0,0,0,0,0,0,0,494,5,1,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
496,3,0,0,0,0,0,1,0,0,353,74,43,20,6,3,1,0,0,0,405,82,11,2,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,489,5,0,4,2,0,0,0,0,0,496,2,1,0,1,0,0,0,0,0,1
484,14,0,0,0,1,0,1,0,0,472,12,7,2,1,4,2,0,0,0,471,18,6,1,2,1,0,1,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
486,5,6,2,0,0,0,0,0,0,483,11,1,2,1,1,0,0,0,1,482,13,3,1,0,1,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
494,4,0,0,0,1,0,1,0,0,469,29,2,0,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
489,9,1,0,0,1,0,0,0,0,489,6,4,0,1,0,0,0,0,0,494,4,1,0,1,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
487,6,2,5,0,0,0,0,0,0,472,18,9,0,0,1,0,0,0,0,477,18,4,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
497,1,1,1,0,0,0,0,0,0,480,15,4,0,0,1,0,0,0,0,476,16,2,4,2,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
482,13,3,1,0,1,0,0,0,0,464,15,12,3,5,0,1,0,0,0,473,14,4,5,2,1,1,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
489,9,0,2,0,0,0,0,0,0,385,76,28,11,0,0,0,0,0,0,408,66,17,6,3,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,482,11,6,1,0,0,0,0,0,0,483,15,2,0,0,0,0,0,0,0,1
467,30,1,1,1,0,0,0,0,0,440,35,12,5,4,2,2,0,0,0,437,32,14,9,1,3,3,1,0,0,1
499,1,0,0,0,0,0,0,0,0,488,8,3,1,0,0,0,0,0,0,492,6,2,0,0,0,0,0,0,0,1
471,27,0,2,0,0,0,0,0,0,455,18,11,8,5,1,0,1,1,0,456,22,12,4,3,0,3,0,0,0,1
498,2,0,0,0,0,0,0,0,0,484,12,3,1,0,0,0,0,0,0,470,15,5,3,2,2,1,1,0,1,1
498,0,0,1,0,0,0,0,0,0,473,24,3,0,0,0,0,0,0,0,469,22,6,2,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
485,11,1,1,0,1,1,0,0,0,453,35,10,0,2,0,0,0,0,0,437,48,7,7,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
465,33,1,0,0,1,0,0,0,0,445,29,13,7,2,3,0,1,0,0,453,38,5,4,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,486,10,3,1,0,0,0,0,0,0,473,21,4,1,0,1,0,0,0,0,1
489,8,2,1,0,0,0,0,0,0,436,34,26,2,2,0,0,0,0,0,437,42,10,9,1,1,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
462,36,1,0,0,1,0,0,0,0,411,59,15,9,4,2,0,0,0,0,435,48,12,2,2,1,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,490,7,3,0,0,0,0,0,0,0,493,3,2,1,1,0,0,0,0,0,1
496,3,0,1,0,0,0,0,0,0,408,62,23,4,0,3,0,0,0,0,451,39,8,1,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
490,9,0,1,0,0,0,0,0,0,441,43,10,3,2,0,0,0,1,0,444,33,14,6,3,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,473,22,5,0,0,0,0,0,0,0,482,17,1,0,0,0,0,0,0,0,1
497,1,1,1,0,0,0,0,0,0,495,4,1,0,0,0,0,0,0,0,481,15,3,0,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
495,4,0,0,1,0,0,0,0,0,488,8,3,0,0,0,0,0,0,1,483,12,3,2,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
497,2,0,0,0,0,1,0,0,0,470,20,6,3,0,1,0,0,0,0,470,19,11,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
495,3,1,1,0,0,0,0,0,0,461,29,8,2,0,0,0,0,0,0,457,30,9,3,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
498,0,0,0,1,0,1,0,0,0,499,1,0,0,0,0,0,0,0,0,498,1,0,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
490,7,2,0,0,0,0,0,0,1,457,29,10,3,0,0,0,0,1,0,461,24,12,1,0,0,0,0,0,1,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
468,30,1,1,0,0,0,0,0,0,423,32,29,13,2,0,1,0,0,0,411,44,26,10,7,2,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
466,31,1,1,0,1,0,0,0,0,399,60,24,7,7,2,0,1,0,0,377,70,33,13,4,3,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,492,4,4,0,0,0,0,0,0,0,492,4,3,1,0,0,0,0,0,0,1
488,11,0,0,1,0,0,0,0,0,480,12,4,1,3,0,0,0,0,0,480,12,7,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
488,11,0,0,1,0,0,0,0,0,469,23,5,2,1,0,0,0,0,0,475,18,4,1,1,0,0,1,0,0,1
497,3,0,0,0,0,0,0,0,0,476,16,7,0,1,0,0,0,0,0,488,10,2,0,0,0,0,0,0,0,1
484,15,0,0,0,0,0,1,0,0,401,58,20,13,6,0,2,0,0,0,428,53,14,5,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
482,15,2,0,0,0,0,0,0,1,450,27,16,5,1,0,0,0,0,1,454,19,10,5,5,1,1,4,1,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
436,62,0,0,1,0,0,1,0,0,425,52,19,3,1,0,0,0,0,0,439,43,13,4,1,0,0,0,0,0,1
429,71,0,0,0,0,0,0,0,0,481,6,4,6,3,0,0,0,0,0,483,8,6,3,0,0,0,0,0,0,1
474,22,2,0,1,1,0,0,0,0,474,13,4,4,3,1,0,0,0,0,469,12,13,3,1,2,0,0,0,0,1
470,30,0,0,0,0,0,0,0,0,464,12,7,7,4,3,2,1,0,0,483,12,5,0,0,0,0,0,0,0,1
494,3,1,0,0,1,0,0,1,0,444,24,19,10,3,0,0,0,0,0,466,22,7,4,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
494,4,1,0,1,0,0,0,0,0,450,37,11,0,2,0,0,0,0,0,459,32,7,1,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,489,10,1,0,0,0,0,0,0,0,1
494,2,2,1,1,0,0,0,0,0,449,44,5,2,0,0,0,0,0,0,420,73,6,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,467,31,2,0,0,0,0,0,0,0,450,43,7,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,494,5,1,0,0,0,0,0,0,0,1
489,5,5,1,0,0,0,0,0,0,455,38,6,0,0,0,0,1,0,0,434,56,7,1,0,0,1,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,1
491,7,1,1,0,0,0,0,0,0,449,46,3,2,0,0,0,0,0,0,433,63,4,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,1,1,0,0,0,0,0,0,0,495,4,1,0,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,424,72,4,0,0,0,0,0,0,0,412,80,7,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
494,2,4,0,0,0,0,0,0,0,446,53,1,0,0,0,0,0,0,0,406,74,19,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,424,71,5,0,0,0,0,0,0,0,401,83,14,2,0,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,478,19,3,0,0,0,0,0,0,0,473,23,4,0,0,0,0,0,0,0,1
495,3,2,0,0,0,0,0,0,0,442,57,1,0,0,0,0,0,0,0,430,62,8,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,418,71,11,0,0,0,0,0,0,0,400,91,9,0,0,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,350,121,26,3,0,0,0,0,0,0,298,157,39,6,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,395,87,15,3,0,0,0,0,0,0,363,105,30,2,0,0,0,0,0,0,1
490,6,3,1,0,0,0,0,0,0,422,63,15,0,0,0,0,0,0,0,429,59,10,2,0,0,0,0,0,0,1
490,10,0,0,0,0,0,0,0,0,391,81,25,3,0,0,0,0,0,0,357,98,42,3,0,0,0,0,0,0,1
469,29,2,0,0,0,0,0,0,0,399,73,16,8,3,1,0,0,0,0,386,75,25,12,2,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,412,71,15,1,1,0,0,0,0,0,393,80,22,5,0,0,0,0,0,0,1
481,16,1,1,1,0,0,0,0,0,417,67,12,4,0,0,0,0,0,0,406,70,19,4,1,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,386,89,19,6,0,0,0,0,0,0,361,100,32,5,2,0,0,0,0,0,1
493,2,3,1,1,0,0,0,0,0,468,24,7,0,1,0,0,0,0,0,461,33,6,0,0,0,0,0,0,0,1
487,11,2,0,0,0,0,0,0,0,426,64,8,1,0,1,0,0,0,0,396,83,20,1,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,490,9,1,0,0,0,0,0,0,0,1
491,7,2,0,0,0,0,0,0,0,382,99,17,2,0,0,0,0,0,0,349,108,33,10,0,0,0,0,0,0,1
496,3,0,0,0,0,0,1,0,0,484,12,3,1,0,0,0,0,0,0,478,19,3,0,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,382,88,25,4,1,0,0,0,0,0,348,110,28,13,0,1,0,0,0,0,1
495,2,1,1,0,1,0,0,0,0,488,10,1,1,0,0,0,0,0,0,472,22,5,1,0,0,0,0,0,0,1
488,9,3,0,0,0,0,0,0,0,396,81,17,2,2,2,0,0,0,0,362,104,26,6,2,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,486,14,0,0,0,0,0,0,0,0,1
496,2,2,0,0,0,0,0,0,0,410,85,4,1,0,0,0,0,0,0,401,78,20,1,0,0,0,0,0,0,1
498,1,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,1
494,6,0,0,0,0,0,0,0,0,405,71,15,7,2,0,0,0,0,0,361,95,33,4,3,3,1,0,0,0,1
492,4,1,2,1,0,0,0,0,0,484,14,1,1,0,0,0,0,0,0,477,15,5,3,0,0,0,0,0,0,1
494,2,1,2,0,1,0,0,0,0,407,70,20,2,1,0,0,0,0,0,380,98,17,4,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
488,9,1,0,1,1,0,0,0,0,433,57,8,2,0,0,0,0,0,0,411,69,12,8,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
494,3,2,1,0,0,0,0,0,0,398,86,14,1,0,0,0,0,0,0,371,103,21,5,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,492,8,0,0,0,0,0,0,0,0,1
489,10,1,0,0,0,0,0,0,0,434,54,11,0,1,0,0,0,0,0,405,80,11,3,1,0,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
492,4,1,1,0,2,0,0,0,0,423,60,16,1,0,0,0,0,0,0,406,78,13,3,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,425,67,7,1,0,0,0,0,0,0,392,81,25,2,0,0,0,0,0,0,1
497,0,1,1,0,0,0,0,0,0,481,17,2,0,0,0,0,0,0,0,479,17,4,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,421,61,12,4,1,0,1,0,0,0,381,101,17,1,0,0,0,0,0,0,1
492,4,1,0,1,1,0,1,0,0,470,24,3,3,0,0,0,0,0,0,461,30,7,2,0,0,0,0,0,0,1
496,3,1,0,0,0,0,0,0,0,432,54,10,2,0,2,0,0,0,0,385,84,23,5,2,0,1,0,0,0,1
484,14,2,0,0,0,0,0,0,0,450,36,11,3,0,0,0,0,0,0,453,31,14,2,0,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,421,67,12,0,0,0,0,0,0,0,394,81,23,2,0,0,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,473,22,4,1,0,0,0,0,0,0,1
475,23,1,0,0,0,0,0,1,0,461,38,1,0,0,0,0,0,0,0,356,115,23,4,2,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,456,41,2,1,0,0,0,0,0,0,1
481,15,0,2,1,1,0,0,0,0,483,17,0,0,0,0,0,0,0,0,412,62,21,2,3,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,490,9,1,0,0,0,0,0,0,0,457,37,6,0,0,0,0,0,0,0,1
487,11,1,1,0,0,0,0,0,0,478,20,1,1,0,0,0,0,0,0,410,64,23,2,1,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,447,46,7,0,0,0,0,0,0,0,1
480,15,2,3,0,0,0,0,0,0,480,19,1,0,0,0,0,0,0,0,441,49,9,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,478,20,2,0,0,0,0,0,0,0,1
488,10,2,0,0,0,0,0,0,0,487,13,0,0,0,0,0,0,0,0,432,50,15,2,1,0,0,0,0,0,1
466,24,4,5,1,0,0,0,0,0,492,5,2,0,1,0,0,0,0,0,474,24,1,0,0,0,0,0,0,0,1
470,24,2,1,2,0,0,1,0,0,475,23,1,0,0,0,1,0,0,0,404,70,20,5,0,0,0,1,0,0,1
498,2,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,466,29,5,0,0,0,0,0,0,0,1
486,10,1,1,1,1,0,0,0,0,483,16,1,0,0,0,0,0,0,0,420,55,19,5,0,1,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,453,37,6,3,1,0,0,0,0,0,1
486,9,3,2,0,0,0,0,0,0,485,15,0,0,0,0,0,0,0,0,429,61,7,3,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,469,26,4,1,0,0,0,0,0,0,1
495,3,2,0,0,0,0,0,0,0,484,15,1,0,0,0,0,0,0,0,419,64,12,4,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,456,38,6,0,0,0,0,0,0,0,1
487,12,1,0,0,0,0,0,0,0,490,9,0,0,1,0,0,0,0,0,456,40,2,1,0,0,1,0,0,0,1
496,2,2,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,463,31,6,0,0,0,0,0,0,0,1
481,15,3,1,0,0,0,0,0,0,475,23,2,0,0,0,0,0,0,0,421,67,11,1,0,0,0,0,0,0,1
485,12,2,1,0,0,0,0,0,0,494,5,1,0,0,0,0,0,0,0,457,38,2,1,1,1,0,0,0,0,1
482,13,1,4,0,0,0,0,0,0,479,19,2,0,0,0,0,0,0,0,427,59,13,1,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,429,59,10,2,0,0,0,0,0,0,1
490,8,1,1,0,0,0,0,0,0,483,15,2,0,0,0,0,0,0,0,419,59,16,6,0,0,0,0,0,0,1
499,0,1,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,459,39,2,0,0,0,0,0,0,0,1
483,7,4,2,1,0,1,0,1,0,483,15,2,0,0,0,0,0,0,0,437,49,11,3,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,492,8,0,0,0,0,0,0,0,0,443,48,7,1,0,0,1,0,0,0,1
484,12,1,0,0,2,1,0,0,0,477,23,0,0,0,0,0,0,0,0,418,61,19,1,1,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,490,10,0,0,0,0,0,0,0,0,459,28,9,3,1,0,0,0,0,0,1
469,22,4,3,1,1,0,0,0,0,486,11,0,1,0,1,0,0,0,1,416,68,12,4,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,472,26,0,2,0,0,0,0,0,0,1
467,28,2,1,1,0,0,1,0,0,442,53,3,0,0,1,0,0,1,0,343,114,29,9,3,0,1,0,1,0,1
498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,477,23,0,0,0,0,0,0,0,0,1
462,32,4,1,0,1,0,0,0,0,465,33,1,1,0,0,0,0,0,0,359,95,34,10,1,1,0,0,0,0,1
498,1,1,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,474,22,3,1,0,0,0,0,0,0,1
459,35,2,3,1,0,0,0,0,0,440,57,3,0,0,0,0,0,0,0,338,100,50,10,2,0,0,0,0,0,1
497,2,0,0,1,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,464,32,4,0,0,0,0,0,0,0,1
476,21,2,0,0,0,1,0,0,0,441,56,1,2,0,0,0,0,0,0,335,116,24,19,3,3,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,477,22,1,0,0,0,0,0,0,0,1
475,16,5,2,2,0,0,0,0,0,448,44,7,1,0,0,0,0,0,0,363,98,25,11,3,0,0,0,0,0,1
498,1,1,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,470,22,7,1,0,0,0,0,0,0,1
490,9,0,1,0,0,0,0,0,0,476,19,5,0,0,0,0,0,0,0,419,56,19,5,1,0,0,0,0,0,1
494,4,1,1,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,476,19,4,1,0,0,0,0,0,0,1
480,18,0,1,0,0,1,0,0,0,478,20,1,0,0,0,1,0,0,0,429,48,21,1,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,477,21,2,0,0,0,0,0,0,0,1
495,3,2,0,0,0,0,0,0,0,493,6,0,1,0,0,0,0,0,0,435,49,14,1,1,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,473,24,3,0,0,0,0,0,0,0,1
494,4,2,0,0,0,0,0,0,0,489,9,2,0,0,0,0,0,0,0,443,49,8,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,480,19,1,0,0,0,0,0,0,0,1
494,4,1,1,0,0,0,0,0,0,492,7,0,0,0,0,0,0,0,0,458,37,3,2,0,0,0,0,0,0,1
494,2,1,2,1,0,0,0,0,0,496,3,0,1,0,0,0,0,0,0,466,34,0,0,0,0,0,0,0,0,1
475,23,1,1,0,0,0,0,0,0,484,13,2,1,0,0,0,0,0,0,428,54,13,5,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,454,43,3,0,0,0,0,0,0,0,1
476,20,2,2,0,0,0,0,0,0,486,13,1,0,0,0,0,0,0,0,426,57,14,3,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,485,13,2,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
485,7,8,0,0,0,0,0,0,0,488,9,3,0,0,0,0,0,0,0,495,4,0,1,0,0,0,0,0,0,1
488,10,0,1,1,0,0,0,0,0,479,14,7,0,0,0,0,0,0,0,485,14,1,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
477,16,3,0,2,0,0,0,1,0,482,14,1,0,1,0,0,1,1,0,496,4,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
495,3,0,0,1,0,0,0,0,1,496,4,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,482,16,2,0,0,0,0,0,0,0,485,15,0,0,0,0,0,0,0,0,1
487,10,2,0,0,0,0,0,1,0,461,28,10,0,0,0,0,0,1,0,479,17,4,0,0,0,0,0,0,0,1
469,23,8,0,0,0,0,0,0,0,463,28,8,1,0,0,0,0,0,0,467,22,10,1,0,0,0,0,0,0,1
491,7,0,1,1,0,0,0,0,0,484,8,7,1,0,0,0,0,0,0,490,7,3,0,0,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,440,50,9,1,0,0,0,0,0,0,479,17,4,0,0,0,0,0,0,0,1
450,47,2,0,1,0,0,0,0,0,455,20,9,13,3,0,0,0,0,0,482,18,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,464,33,3,0,0,0,0,0,0,0,495,4,1,0,0,0,0,0,0,0,1
496,3,0,0,0,0,0,1,0,0,493,6,0,0,1,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
495,5,0,0,0,0,0,0,0,0,468,26,4,2,0,0,0,0,0,0,489,10,1,0,0,0,0,0,0,0,1
476,22,0,0,0,2,0,0,0,0,434,55,8,3,0,0,0,0,0,0,477,22,1,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,469,28,3,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
482,14,3,1,0,0,0,0,0,0,494,4,1,1,0,0,0,0,0,0,480,13,5,2,0,0,0,0,0,0,1
458,37,3,2,0,0,0,0,0,0,456,23,13,6,2,0,0,0,0,0,487,12,1,0,0,0,0,0,0,0,1
474,24,0,1,0,1,0,0,0,0,458,29,12,1,0,0,0,0,0,0,463,19,5,1,2,2,3,3,2,0,1
500,0,0,0,0,0,0,0,0,0,489,11,0,0,0,0,0,0,0,0,489,8,3,0,0,0,0,0,0,0,1
486,12,1,0,0,1,0,0,0,0,443,51,6,0,0,0,0,0,0,0,461,31,7,1,0,0,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,450,44,6,0,0,0,0,0,0,0,462,34,4,0,0,0,0,0,0,0,1
484,12,2,1,1,0,0,0,0,0,468,22,8,1,1,0,0,0,0,0,485,13,1,1,0,0,0,0,0,0,1
